"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","Total reserves in months of imports","FI.RES.TOTL.MO","","","","","","","","","","","","","","","","","","","","","","","","","","","4.92519446704638","4.57065640167364","3.38449796990685","2.92182222697615","2.21740042372881","1.17954637275402","1.2928753559543","1.51919849064818","1.39429822926375","1.50018068433577","1.04027318020058","0.878653885679459","1.42641112865345","1.78749876312094","1.7850343060438","2.27534437577255","2.5581156083721","2.15484096392716","0.937017800239188","0.70499047441034","0.852870309360599","0.855744944893461","1.18599382098509","2.50264881835759","3.76354670355263","1.17471977058045","3.05345052783428","3.18146073203587","3.39213963391281","4.24241135576558","5.03557327314366","4.80169322264785","4.61716936332366","4.73765122446842","8.12875540805488","8.60890892631563","6.97828441803822","",
"Africa Eastern and Southern","AFE","Total reserves in months of imports","FI.RES.TOTL.MO","","","","3.61586582004521","2.73030122622397","","","","5.17734103401776","","","","","","3.82503260749636","2.65247304348902","2.22289466193873","2.76716584360235","2.33649235505223","3.76389080622635","3.38949636759903","1.96609885233165","2.04725067540846","2.26363008032623","1.97927355029676","3.3790711060465","4.4774414038915","6.07409825755261","6.1591984255706","7.98314886793184","7.45993544520003","8.57065504851021","8.77056688884888","10.6471788002257","10.4539670316437","9.0999655666727","10.6092873336088","8.66298611051779","9.85512730612575","9.52917989649654","9.44794436035418","9.86815474825366","8.14300674362355","6.59780255210425","5.26037295019094","5.06837091909514","5.92173972174914","5.82807160950706","4.79153252768667","5.89028356470415","5.1082266608047","4.86915645300159","4.99223469524123","4.85390427429369","4.67163034828226","5.1117708253287","6.03717770917397","5.37260068438545","4.84845876587367","5.33576954708239","6.64764014303514","5.58056886079735","4.74718665540817","",
"Afghanistan","AFG","Total reserves in months of imports","FI.RES.TOTL.MO","","","","","","","","","","","","","","","","","","","","14.0674046563538","12.2016567034564","7.3064036000295","8.47203887197506","6.57421439203323","4.44878515335291","6.75932931226272","5.63143552650317","8.35929052202915","9.13261357451527","10.2992875535329","","","","","","","","","","","","","","","","","","","9.42513728779039","12.2056050228344","10.4573872731044","10.3439728750425","8.67720885361815","8.58813766628177","10.7026948461815","9.77019396043118","11.8280603760738","12.1342766418313","12.178586861258","13.7489091058633","16.6316336551941","","","",
"Africa Western and Central","AFW","Total reserves in months of imports","FI.RES.TOTL.MO","","","","","","","","","","","","","","","","","","3.5849752509029","1.92330847434957","4.68271336839879","5.48586760034421","2.00127244150451","1.69112451991481","1.84620668964247","2.50176283384147","2.91863888013938","3.93651129108284","2.48934800560282","1.9769824766475","3.19041808710065","4.4867636061843","4.03326504110687","1.78925955062102","2.02087665829077","2.65782310304749","3.74653587989436","9.18777604079281","15.0417635174175","17.4301444059202","4.15702726896229","7.17812815606213","6.31602672774639","4.33426173133459","3.41285869003095","7.72496551595873","8.6150550566542","10.9696535472735","9.22898997730194","7.265921940456","7.24209253536461","4.63435979347823","3.92938970092055","5.05103722871339","4.97491478524549","4.03859878007286","3.93681398496402","5.29493888409912","6.92367882372534","5.41591917801156","3.86598669792805","5.13056309317235","5.82290597607443","4.71732211636028","",
"Angola","AGO","Total reserves in months of imports","FI.RES.TOTL.MO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.636881119404233","1.11501653352679","0.755373853353226","0.424868938701751","0.830557757873481","1.92891647488978","1.06051298619751","0.515950491062243","0.722048941236958","1.25835735524017","1.99794220547624","4.32469967086085","3.89157343751113","3.74480928595891","3.3611382027568","5.41091833069454","6.0305602882839","6.61494628107062","6.28848630390088","5.14629092203124","6.48204569064841","9.08387120490078","5.81818691844856","5.41264015408643","6.42509428996664","8.02614772310755","6.94915414648974","4.3768328674863","",
"Albania","ALB","Total reserves in months of imports","FI.RES.TOTL.MO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.51525230470364","3.46300775430003","3.68213820928384","3.4545731905712","5.89024571142124","6.33070449405291","6.56351661658566","5.70437490284028","5.74810389047772","5.62620801768218","5.44013915974675","5.70166303124628","4.86217077611653","5.25168962732709","4.77842286747884","3.96904159393954","4.30818743928819","4.85545610472981","4.23201039801394","5.04393065477355","5.40303177852845","4.87320220304283","7.03758370063155","6.54350256672645","6.57489520485402","6.37055743693267","5.94458817000625","9.16482348389535","7.75053224958907","6.33655990796027","",
"Andorra","AND","Total reserves in months of imports","FI.RES.TOTL.MO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Total reserves in months of imports","FI.RES.TOTL.MO","","","","","","","","","","","","","","","","20.4715850815444","","10.1965123148827","5.57221727949164","5.49892558216057","6.85059808256205","5.11498729048368","5.20378570169064","4.79468090593318","4.48955423505307","6.55308098726275","7.24301731346121","7.5302727931253","6.29711817347261","5.08409299261479","4.48104900838852","4.29549297971055","","","","","","","","","","","","","","18.369628393125","22.0772518113465","24.270264088391","25.5880138923047","26.6019211230909","26.9093588105825","32.4758879227996","30.3831871144603","29.8128215555528","26.8772145482186","25.1819720688674","27.6039440246959","25.4219951915834","23.2630732662501","21.2861947110909","26.1429123895365","20.6466225113507","16.5126881175787","",
"United Arab Emirates","ARE","Total reserves in months of imports","FI.RES.TOTL.MO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Argentina","ARG","Total reserves in months of imports","FI.RES.TOTL.MO","","","","","","","","","","","","","","","","","5.86490751389142","8.17425274944621","11.7724653606772","13.3051753882819","6.97300285566862","3.64199583595582","4.45128704609295","2.79005301083697","2.5057280013177","5.00236929350235","4.54015282857631","3.54687181192116","4.78578483133555","2.890490684598","5.69957895846503","5.09620553340786","5.70506107278321","6.74386056512178","5.59678188654752","5.47248285450445","5.89789511152117","5.47566058156948","5.69914835773997","6.80464213303423","6.28322204626375","4.29371406025342","5.27543170673442","5.70013745215418","5.77837779911896","7.26029776298213","7.02897239370495","8.17153428618646","6.71425831138327","9.06749992875243","7.27697103967374","5.20195157798822","5.21829041219894","3.46015205462159","3.96299919336678","3.36214425707701","5.0971962448754","6.05038766582561","7.11111211150086","5.94220121846315","7.09405401009515","5.61648258498164","4.75888918429539","",
